,page_number,Sheet Number,subject,Scaled Length,x1,y1,x2,y2,NM,ScaleFactor,author,modified_date,xref,Type,AISC_Manual_Label,W,PB
965,4,,"('W10X68',)",0.8474757419000001,17.7633327908,15.1299997965,17.7199995253,15.0333336724,fitz-A565,96,"('W10X68',)",,3177,,,,
966,4,,"('W10X68',)",0.8718765515,17.7433336046,15.0800001356,17.8433329264,15.0366668701,fitz-A566,96,"('W10X68',)",,3179,,,,
967,4,,"('W10X68',)",0.8474757419000001,16.5466664632,12.1366678874,16.5033331977,12.0400017632,fitz-A567,96,"('W10X68',)",,3181,,,,
968,4,,"('W10X68',)",0.8474812902000001,16.4466671414,12.1799994575,16.4033321804,12.0833333333,fitz-A568,96,"('W10X68',)",,3183,,,,
969,4,,"('W10X68',)",0.8828238836000001,16.4233330621,12.1333346897,16.5233323839,12.086666531,fitz-A569,96,"('W10X68',)",,3185,,,,
970,4,,"('W10X54',)",0.8232154345,23.0933329264,18.9300011529,23.1366661919,19.0233340793,fitz-A570,96,"('W10X54',)",,3187,,,,
971,4,,"('W10X54',)",0.8232154345,23.1899990506,18.8866678874,23.2333323161,18.9800008138,fitz-A571,96,"('W10X54',)",,3189,,,,
972,4,,"('W10X54',)",0.8232277366,23.2099999322,18.9333343506,23.1166653103,18.9766676161,fitz-A572,96,"('W10X54',)",,3191,,,,
973,4,,"('W10X54',)",0.8232277366,21.9699995253,16.4199998644,22.0133327908,16.5133344862,fitz-A573,96,"('W10X54',)",,3193,,,,
974,4,,"('W10X54',)",0.8232277366,22.0666656494,16.3766665988,22.1099989149,16.4700012207,fitz-A574,96,"('W10X54',)",,3195,,,,
975,4,,"('W10X54',)",0.8474812902000001,22.0899997287,16.4233330621,21.9933336046,16.466668023,fitz-A575,96,"('W10X54',)",,3197,,,,
976,4,,"('W10X54',)",0.8474757419000001,20.7466668023,13.680001152900001,20.7900000678,13.776667277,fitz-A576,96,"('W10X54',)",,3199,,,,
977,4,,"('W10X54',)",0.8474757419000001,20.8433329264,13.6366678874,20.8866661919,13.7333340115,fitz-A577,96,"('W10X54',)",,3201,,,,
978,4,,"('W10X54',)",0.8474757419000001,20.8633321126,13.6833343506,20.7666659885,13.7266676161,fitz-A578,96,"('W10X54',)",,3203,,,,
979,4,,"('W10X54',)",0.8266601562,19.7133331299,11.1699998644,19.7133331299,11.0666673448,fitz-A579,96,"('W10X54',)",,3205,,,,
980,4,,"('W10X54',)",0.8266601562,19.6066657172,11.1699998644,19.6066657172,11.0666673448,fitz-A580,96,"('W10X54',)",,3207,,,,
981,4,,"('W10X54',)",0.8533393012,19.6066657172,11.1200018989,19.7133331299,11.1200018989,fitz-A581,96,"('W10X54',)",,3209,,,,
982,4,,"('W10X54',)",0.8474757419000001,21.3066660563,22.7866668701,21.2099999322,22.8300001356,fitz-A582,96,"('W10X54',)",,3211,,,,
983,4,,"('W10X54',)",0.8232154345,21.3466661241,22.8833329942,21.2533331977,22.9266662598,fitz-A583,96,"('W10X54',)",,3213,,,,
984,4,,"('W10X54',)",0.8474757419000001,21.2999996609,22.9033338759,21.2566663954,22.8066677517,fitz-A584,96,"('W10X54',)",,3215,,,,
985,4,,"('W10X54',)",0.8266601562,25.1600002713,36.5633341471,25.1600002713,36.6666666667,fitz-A585,96,"('W10X54',)",,3367,,,,
986,4,,"('W10X54',)",0.8266601562,25.2633327908,36.5633341471,25.2633327908,36.6666666667,fitz-A586,96,"('W10X54',)",,3369,,,,
987,4,,"('W10X54',)",0.8266601562,25.2633327908,36.6133321126,25.1600002713,36.6133321126,fitz-A587,96,"('W10X54',)",,3371,,,,
988,4,,"('W10X54',)",0.8266601562,25.1600002713,30.7100016276,25.1600002713,30.8133341471,fitz-A588,96,"('W10X54',)",,3373,,,,
989,4,,"('W10X54',)",0.8266601562,25.2633327908,30.7100016276,25.2633327908,30.8133341471,fitz-A589,96,"('W10X54',)",,3375,,,,
990,4,,"('W10X54',)",0.8266601562,25.2633327908,30.7599995931,25.1600002713,30.7599995931,fitz-A590,96,"('W10X54',)",,3377,,,,
991,4,,"('W10X54',)",0.8266601562,25.2633327908,25.0833333333,25.1600002713,25.0833333333,fitz-A591,96,"('W10X54',)",,3379,,,,
992,4,,"('W10X54',)",0.8266601562,25.2633327908,25.190000746,25.1600002713,25.190000746,fitz-A592,96,"('W10X54',)",,3381,,,,
993,4,,"('W10X54',)",0.8533393012,25.2099999322,25.190000746,25.2099999322,25.0833333333,fitz-A593,96,"('W10X54',)",,3383,,,,
994,4,,"('W10X54',)",0.8266601562,25.1600002713,28.3333333333,25.1600002713,28.4366658529,fitz-A594,96,"('W10X54',)",,3385,,,,
995,4,,"('W10X54',)",0.8266601562,25.2633327908,28.3333333333,25.2633327908,28.4366658529,fitz-A595,96,"('W10X54',)",,3387,,,,
996,4,,"('W10X54',)",0.8266601562,25.2633327908,28.3866678874,25.1600002713,28.3866678874,fitz-A596,96,"('W10X54',)",,3389,,,,
997,4,,"('W10X54',)",0.8266601562,25.1600002713,33.9600016276,25.1600002713,34.0633341471,fitz-A597,96,"('W10X54',)",,3391,,,,
998,4,,"('W10X54',)",0.8266601562,25.2633327908,33.9600016276,25.2633327908,34.0633341471,fitz-A598,96,"('W10X54',)",,3393,,,,
999,4,,"('W10X54',)",0.8266601562,25.2633327908,34.0099995931,25.1600002713,34.0099995931,fitz-A599,96,"('W10X54',)",,3395,,,,
1000,4,,"('W10X54',)",0.8266601562,21.8466661241,36.5633341471,21.8466661241,36.6666666667,fitz-A600,96,"('W10X54',)",,3397,,,,
1001,4,,"('W10X54',)",0.8266601562,21.9500003391,36.5633341471,21.9500003391,36.6666666667,fitz-A601,96,"('W10X54',)",,3399,,,,
1002,4,,"('W10X54',)",0.8266737196,21.9500003391,36.6133321126,21.8466661241,36.6133321126,fitz-A602,96,"('W10X54',)",,3401,,,,
1003,4,,"('W10X68',)",0.8533528646,21.8433329264,30.7066650391,21.8433329264,30.8133341471,fitz-A603,96,"('W10X68',)",,3403,,,,
1004,4,,"('W10X68',)",0.8533528646,21.9533335368,30.7066650391,21.9533335368,30.8133341471,fitz-A604,96,"('W10X68',)",,3405,,,,
1005,4,,"('W10X68',)",0.8800048828,21.9533335368,30.7599995931,21.8433329264,30.7599995931,fitz-A605,96,"('W10X68',)",,3407,,,,
1006,4,,"('W10X68',)",0.8533393012,21.8433329264,25.0833333333,21.8433329264,25.190000746,fitz-A606,96,"('W10X68',)",,3409,,,,
1007,4,,"('W10X68',)",0.8533393012,21.9533335368,25.0833333333,21.9533335368,25.190000746,fitz-A607,96,"('W10X68',)",,3411,,,,
1008,4,,"('W10X68',)",0.8800048828,21.9533335368,25.1366678874,21.8433329264,25.1366678874,fitz-A608,96,"('W10X68',)",,3413,,,,
1009,4,,"('W10X68',)",0.8533257378,21.8433329264,28.3333333333,21.8433329264,28.4399990506,fitz-A609,96,"('W10X68',)",,3415,,,,
1010,4,,"('W10X68',)",0.8533257378,21.9533335368,28.3333333333,21.9533335368,28.4399990506,fitz-A610,96,"('W10X68',)",,3417,,,,
1011,4,,"('W10X68',)",0.8800048828,21.9533335368,28.3866678874,21.8433329264,28.3866678874,fitz-A611,96,"('W10X68',)",,3419,,,,
1012,4,,"('W10X54',)",0.8266601562,17.6600002713,36.5633341471,17.6600002713,36.6666666667,fitz-A612,96,"('W10X54',)",,3421,,,,
1013,4,,"('W10X54',)",0.8266601562,17.7633327908,36.5633341471,17.7633327908,36.6666666667,fitz-A613,96,"('W10X54',)",,3423,,,,
1014,4,,"('W10X54',)",0.8266601562,17.7633327908,36.6133321126,17.6600002713,36.6133321126,fitz-A614,96,"('W10X54',)",,3425,,,,
1015,4,,"('W10X54',)",0.8266601562,17.6600002713,30.7100016276,17.6600002713,30.8133341471,fitz-A615,96,"('W10X54',)",,3427,,,,
1016,4,,"('W10X54',)",0.8266601562,17.7633327908,30.7100016276,17.7633327908,30.8133341471,fitz-A616,96,"('W10X54',)",,3429,,,,
1017,4,,"('W10X54',)",0.8266601562,17.7633327908,30.7599995931,17.6600002713,30.7599995931,fitz-A617,96,"('W10X54',)",,3431,,,,
1018,4,,"('W10X54',)",0.8266601562,17.6600002713,28.3333333333,17.6600002713,28.4366658529,fitz-A618,96,"('W10X54',)",,3433,,,,
1019,4,,"('W10X54',)",0.8266601562,17.7633327908,28.3333333333,17.7633327908,28.4366658529,fitz-A619,96,"('W10X54',)",,3435,,,,
1020,4,,"('W10X54',)",0.8266601562,17.7633327908,28.3866678874,17.6600002713,28.3866678874,fitz-A620,96,"('W10X54',)",,3437,,,,
1021,4,,"('W10X54',)",0.8266601562,17.6600002713,33.9600016276,17.6600002713,34.0633341471,fitz-A621,96,"('W10X54',)",,3439,,,,
1022,4,,"('W10X54',)",0.8266601562,17.7633327908,33.9600016276,17.7633327908,34.0633341471,fitz-A622,96,"('W10X54',)",,3441,,,,
1023,4,,"('W10X54',)",0.8266601562,17.7633327908,34.0099995931,17.6600002713,34.0099995931,fitz-A623,96,"('W10X54',)",,3443,,,,
1024,4,,"('W10X54',)",0.8474757419000001,16.3866661919,22.0433332655,16.3433329264,21.9466671414,fitz-A624,96,"('W10X54',)",,3445,,,,
1025,4,,"('W10X54',)",0.8474757419000001,16.2900000678,22.086666531,16.2466668023,21.9900004069,fitz-A625,96,"('W10X54',)",,3447,,,,
1026,4,,"('W10X54',)",0.8123588197,16.2699991862,22.0366668701,16.3633338081,21.9966668023,fitz-A626,96,"('W10X54',)",,3449,,,,
1027,4,,"('W10X54',)",0.8474757419000001,15.2633327908,19.5333336724,15.2199995253,19.4366675483,fitz-A627,96,"('W10X54',)",,3451,,,,
1028,4,,"('W10X54',)",0.8474757419000001,15.1666666667,19.5766669379,15.1233334012,19.4800008138,fitz-A628,96,"('W10X54',)",,3453,,,,
1029,4,,"('W10X54',)",0.8474881186000001,15.146665785,19.526667277,15.2433336046,19.4833340115,fitz-A629,96,"('W10X54',)",,3455,,,,
1030,4,,"('W10X54',)",0.8232182904,14.0400000678,16.7933332655,13.996665954600001,16.7000003391,fitz-A630,96,"('W10X54',)",,3457,,,,
1031,4,,"('W10X54',)",0.8474757419000001,13.943333096,16.836666531,13.8999998305,16.7400004069,fitz-A631,96,"('W10X54',)",,3459,,,,
1032,4,,"('W10X54',)",0.8474757419000001,13.9199998644,16.7900000678,14.0166659885,16.7466668023,fitz-A632,96,"('W10X54',)",,3461,,,,
1033,4,,"('W10X54',)",0.8474881186000001,12.7199995253,13.8466678196,12.6766662598,13.75,fitz-A633,96,"('W10X54',)",,3463,,,,
1034,4,,"('W10X54',)",0.8369343205,12.6233334012,13.8900010851,12.5833333333,13.7933332655,fitz-A634,96,"('W10X54',)",,3465,,,,
1035,4,,"('W10X54',)",0.8474812902000001,12.6033333672,13.8400014242,12.6999994914,13.7966664632,fitz-A635,96,"('W10X54',)",,3467,,,,
1036,4,,"('W10X68',)",0.8474757419000001,20.2099999322,20.3333333333,20.1666666667,20.2366672092,fitz-A636,96,"('W10X68',)",,3469,,,,
1037,4,,"('W10X68',)",0.8369217877,20.1099989149,20.3766665988,20.0699988471,20.2800004747,fitz-A637,96,"('W10X68',)",,3471,,,,
1038,4,,"('W10X68',)",0.8718765515,20.0899997287,20.3300001356,20.1899990506,20.2866668701,fitz-A638,96,"('W10X68',)",,3473,,,,
1039,4,,"('W10X68',)",0.8474757419000001,17.8633321126,15.0833333333,17.8199988471,14.9866672092,fitz-A639,96,"('W10X68',)",,3475,,,,
1040,4,,"('W10X68',)",0.8474757419000001,17.7633327908,15.1299997965,17.7199995253,15.0333336724,fitz-A640,96,"('W10X68',)",,3477,,,,
1041,4,,"('W10X68',)",0.8718765515,17.7433336046,15.0800001356,17.8433329264,15.0366668701,fitz-A641,96,"('W10X68',)",,3479,,,,
1042,4,,"('W10X68',)",0.8474757419000001,16.5466664632,12.1366678874,16.5033331977,12.0400017632,fitz-A642,96,"('W10X68',)",,3481,,,,
1043,4,,"('W10X68',)",0.8474812902000001,16.4466671414,12.1799994575,16.4033321804,12.0833333333,fitz-A643,96,"('W10X68',)",,3483,,,,
1044,4,,"('W10X68',)",0.8828238836000001,16.4233330621,12.1333346897,16.5233323839,12.086666531,fitz-A644,96,"('W10X68',)",,3485,,,,
1045,4,,"('W10X54',)",0.8232154345,23.0933329264,18.9300011529,23.1366661919,19.0233340793,fitz-A645,96,"('W10X54',)",,3487,,,,
1046,4,,"('W10X54',)",0.8232154345,23.1899990506,18.8866678874,23.2333323161,18.9800008138,fitz-A646,96,"('W10X54',)",,3489,,,,
1047,4,,"('W10X54',)",0.8232277366,23.2099999322,18.9333343506,23.1166653103,18.9766676161,fitz-A647,96,"('W10X54',)",,3491,,,,
1048,4,,"('W10X54',)",0.8232277366,21.9699995253,16.4199998644,22.0133327908,16.5133344862,fitz-A648,96,"('W10X54',)",,3493,,,,
1049,4,,"('W10X54',)",0.8232277366,22.0666656494,16.3766665988,22.1099989149,16.4700012207,fitz-A649,96,"('W10X54',)",,3495,,,,
1050,4,,"('W10X54',)",0.8474812902000001,22.0899997287,16.4233330621,21.9933336046,16.466668023,fitz-A650,96,"('W10X54',)",,3497,,,,
1051,4,,"('W10X54',)",0.8474757419000001,20.7466668023,13.680001152900001,20.7900000678,13.776667277,fitz-A651,96,"('W10X54',)",,3499,,,,
1052,4,,"('W10X54',)",0.8474757419000001,20.8433329264,13.6366678874,20.8866661919,13.7333340115,fitz-A652,96,"('W10X54',)",,3501,,,,
1053,4,,"('W10X54',)",0.8474757419000001,20.8633321126,13.6833343506,20.7666659885,13.7266676161,fitz-A653,96,"('W10X54',)",,3503,,,,
1054,4,,"('W10X54',)",0.8266601562,19.7133331299,11.1699998644,19.7133331299,11.0666673448,fitz-A654,96,"('W10X54',)",,3505,,,,
1055,4,,"('W10X54',)",0.8266601562,19.6066657172,11.1699998644,19.6066657172,11.0666673448,fitz-A655,96,"('W10X54',)",,3507,,,,
1056,4,,"('W10X54',)",0.8533393012,19.6066657172,11.1200018989,19.7133331299,11.1200018989,fitz-A656,96,"('W10X54',)",,3509,,,,
1057,4,,"('W10X54',)",0.8474757419000001,21.3066660563,22.7866668701,21.2099999322,22.8300001356,fitz-A657,96,"('W10X54',)",,3511,,,,
1058,4,,"('W10X54',)",0.8232154345,21.3466661241,22.8833329942,21.2533331977,22.9266662598,fitz-A658,96,"('W10X54',)",,3513,,,,
1059,4,,"('W10X54',)",0.8474757419000001,21.2999996609,22.9033338759,21.2566663954,22.8066677517,fitz-A659,96,"('W10X54',)",,3515,,,,
